"","text","user","time","favorites","retweets"
"1133","thank you","maaddmomm",2017-06-12 17:40:46,0,0
"1134","in they are still targeting nasa for boys grow up retailers fix this branding please","mdriftmeyer",2017-06-12 17:40:32,0,0
"1135","all this did was cause more work for the person working there but good job i guess","BecksLS30",2017-06-12 17:40:32,1,0
"1136","we got a badass over here","DynamoKievin",2017-06-12 17:40:12,2,1
"1137","resist by making life a little harder for retail wage slaves","Amiable_cinerea",2017-06-12 17:39:59,1,0
"1138","read the comments and behold someone who has seemingly never worked a day of retail in their life","LyallElspeth",2017-06-12 17:39:10,1,0
"1139","lol liberal expectations are pretty damn low move tshirts from one side of the store to the other hero","xpPhantomX",2017-06-12 17:38:47,1,0
"1140","did i just needlessly inconvenience some retail workers in order to do performative white feminist bullshit yes","Lestergonian",2017-06-12 17:38:31,0,0
"1141","i woulda snapped on yo stupid ass if i worked there","vegetaguwop",2017-06-12 17:38:26,0,0
"1142","points for intent minus a million for execution","SmoggyRandall",2017-06-12 17:38:19,0,0
"1143","and but so therefore","TheRoadbeer",2017-06-12 17:38:07,10,1
"1144","as a feminist working retail at minimum wage this does nothing","roguegirls",2017-06-12 17:37:18,0,0
"1145","fucking well done congratulations youve ended the patriarcy well fucking done you moved a tank top my god","BlueThunderAdam",2017-06-12 17:37:17,0,0
"1146","were those all made in china with cheapchild labor","BlameBigGovt",2017-06-12 17:37:11,1,0
"1147","im finna become a feminist cause it seems to me they all got a lotta free time","tegratsu",2017-06-12 17:37:05,1,0
"1149","ok im lost how the fuck is this a feminist statement","andrews_reviews",2017-06-12 17:35:55,7,0
"1150","we need to do this everywhere","thejuliebot",2017-06-12 17:35:06,2,0
"1151","starting to think feminism is really just about being bored","RealNaShty",2017-06-12 17:34:44,0,1
"1152","well they do sell them for girls maybe they were out have you checked the website no decided to say fu to t","FriendofXanders",2017-06-12 17:34:12,0,0
"1153","fine work","MattBrownnutt",2017-06-12 17:34:11,0,0
"1154","i hate shopping but now i will make this my mission every time i go now i actually want to go to the mall love it","AmandaGAdams",2017-06-12 17:34:07,1,1
"1155","we need doses of stuff like this every single day group project yall","WinterlightHome",2017-06-12 17:34:01,0,0
"1156","wow you really stuck it to the man by making a mess that someone on minimum wage had to clear up fight the power","theangelremiel",2017-06-12 17:33:58,1,0
"1157","sjfkhgjkshdkjsf this is so fucking stupid some employee just has to clean it all up two seconds after you get your","imanoscarwinner",2017-06-12 17:33:43,0,0
"1158","you should put them in the bin because moon is a myth","Bubblenoma",2017-06-12 17:32:51,16,0
"1159","more amazed how you found time to fit this in your busy schedule","baldingschemer",2017-06-12 17:32:31,0,0
"1160","wow wtf you just destroyed the patriarchy","nahhhdoubtit",2017-06-12 17:31:18,0,0
"1161","imagine your life being this sad that youd do this","A_Jase_Odyssey",2017-06-12 17:29:40,0,0
"1162","inconveniencing retail workers isnt helping your white feminism here my dude bring it to hq or something","samstagrxmm",2017-06-12 17:28:31,1,0
"1163","copying this the next time im out shopping","goodstuffnicole",2017-06-12 17:27:54,0,0
"1164","youre suuuuuuuuuuuper cool","Tark31",2017-06-12 17:26:29,81,14
"1165","wow so brave","HesGoingtoScore",2017-06-12 17:26:23,3,0
"1166","wow what a courageous act its not like an underpaid probably migrant worker will have to do more work because of y","NepaleseSpyBot",2017-06-12 17:26:13,0,0
"1167","i understand what youre going for here but a we sell nasastem shirts in the girls section b this just creates","_julielouise",2017-06-12 17:26:02,3,0
"1168","sally ride and roberta bondar send their thanks for making their job possible","RansomOttawa",2017-06-12 17:25:22,0,0
"1169","dont create extra work for retail and service workers you dipshits","turtletomorrow",2017-06-12 17:25:18,4,0
"1170","this is the most annoying thing","notevenloaded",2017-06-12 17:24:39,0,0
"1171","mdrrrr mais elle est trop fiere delle ptn c magnifique en vrai faut prendre exemple sur elle","Juliensto1",2017-06-12 17:24:15,0,0
"1173","killjoy retail hell employee make the focus of your activism not making more work for minimum wage employees","Ruby_Stevens",2017-06-12 17:23:11,12,10
"1174","how about mentoring an atrisk girl at a local school or are you too busy getting starbucks after fucking up some","moeyknight",2017-06-12 17:23:06,7,2
"1175","you should stand there and watch girls not ask for them","AnthonyBialy",2017-06-12 17:22:30,1,1
"1176","did you just inconvenience someone probably working minimum wage for retweets yes yes you did","eskimo_x",2017-06-12 17:22:16,3,0
"1177","target usually actually had a pretty varied gender mashup for the adult women and mens departments it should spil","SunbearSmith",2017-06-12 17:21:28,0,0
"1178","i see this tweet is taking off but i was just at yesterday and they already have nasa and science themed","AlexPelayre",2017-06-12 17:21:25,0,0
"1179","mais elle n a peur de rien trouve toi une occupation","LeKhanNoir",2017-06-12 17:21:07,0,0
"1180","mental illness","LordPierre6",2017-06-12 17:20:59,0,0
"1181","yes yes yes fanstatic","PhilSheaS",2017-06-12 17:20:52,4,2
"1182","someone is doing the lords work hope she stuck them in front of the trophy tees","2earsandaheart",2017-06-12 17:20:13,0,0
"1183","mvp shopper here step it up retailers your merchandising like its yuck adapt","effin_Ninny",2017-06-12 17:19:46,0,0
"1184","okay now all you have to do is convince girls to buy them against their will so that the store stocks them for gir","blgrr",2017-06-12 17:19:26,0,0
"1185","honey dont go into someones shop and fuck around like its your right and then act all proud thats someones bu","DangelAngello",2017-06-12 17:19:08,3,0
"1186","people are actually mad about this lmao yall are annoying","Kylievford",2017-06-12 17:18:31,1,0
"1187","yall ever wanna punch someone so bad over a tweet","ImNotLit",2017-06-12 17:18:18,1,0
"1188","damn you why are you holding society down","0sdp",2017-06-12 17:17:33,0,0
"1189","thats awesome","CANADALEK",2017-06-12 17:17:08,2,0
"1190","early feminism basic rights land ownership employment suffrage driving modern feminism tshirt placement","RightAllTheTime",2017-06-12 17:17:03,3,2
"1191","target does sell nasa shirts for women girls even saw ww shirts for men boys check your info before you annoy","MarleneMeow",2017-06-12 17:16:42,3,1
"1192","love it","SLOTribOpEd",2017-06-12 17:16:23,1,0
"1193","well done should be the stores doing this but i applaud your civic mindedness","Maladjusted76",2017-06-12 17:15:50,0,1
"1195","test un hero des temps moderne","6UUULT",2017-06-12 17:15:06,0,0
"1196","i took a bunch of tampons and put them in the auto supplies section what do i win","EF517_V2",2017-06-12 17:14:46,59,16
"1197","yerall whinging at this woman for inconveniencing retail staff when you deffo dont even hang the shit back up that","sequinmountain",2017-06-12 17:14:28,2,0
"1198","now if only you can get more girls to study science instead of feminist gender navel gazing studies","Reverend_Ducati",2017-06-12 17:13:24,0,0
"1199","fragile population seriously if you have money wouldnt you be better off raising children elsewhere victimhood","jlquinci",2017-06-12 17:13:19,0,0
"1200","doing the lords work","frnkit",2017-06-12 17:13:00,1,0
"1201","you know youre just making their jobs harder right","nefariousmalik",2017-06-12 17:12:46,0,0
"1202","love it","moneypennymiss2",2017-06-12 17:11:50,0,0
"1203","actions like this scream fuck the working class some has to undo your nonsense and people in retail have enough","ChoppperEire",2017-06-12 17:10:40,0,0
"1204","doing the lords work","WildHaunt",2017-06-12 17:10:28,2,1
"1205","one of the most pathetic things ive ever seen on the internet","pedro_mcdodge",2017-06-12 17:10:18,0,0
"1206","all you did is add more work for overstressed underpaid employees but hey rts right","MisterMcFly23",2017-06-12 17:10:02,0,0
"1207","imagine being this much of a fucking dork","ChvckEatsAhh2",2017-06-12 17:08:39,0,0
"1208","special kind of retard","AyManOnAMission",2017-06-12 17:08:29,0,0
"1209","now go back and move a bunch of pink and purple tank tops to the boys section","shaw_deborahm",2017-06-12 17:07:55,0,0
"1210","why","family4christ",2017-06-12 17:07:38,0,0
"1211","maybe you could use all this free time you evidently have to volunteer somewhere that actually helps someone","kellyrued",2017-06-12 17:07:13,3,0
"1212","this yr praxis in huh","post_prufrock",2017-06-12 17:06:33,26,1
"1213","there are space shirts in the girl sections of stores source have small child that is a girl and buy her clothes","fufabunny",2017-06-12 17:06:15,0,0
"1214","verified twitter liberals are everything thats wrong with the world","ChoppperEire",2017-06-12 17:05:54,0,0
"1215","i love this","EmilyBarthIsler",2017-06-12 17:05:42,1,0
"1216","truly the pinnacle of modern day feminism god bless","HebonaBeats",2017-06-12 17:05:36,11,1
"1217","quick i need some pinupgirl shirts to put in the boys section","Tina_Russell",2017-06-12 17:05:17,1,0
"1218","employee ah crap my inventory skus are off i have to work extra hours now","deplorable_w0rd",2017-06-12 17:04:31,1,0
"1219","we aim to offer great selection variety for every guest our tees are no exception check girls selection here","ArthurFrDent",2017-06-12 17:04:16,0,0
"1220","fantastic","loopygoose",2017-06-12 17:03:51,0,0
"1221","this is not how you should do feminism yikes","sufyazi",2017-06-12 17:03:12,0,1
"1222","white liberals are ao fucking annoying","tjfromhtown",2017-06-12 17:02:37,0,0
"1223","is this a thing people taking things between the sides this is a brilliant idea","IndianaJ0nas",2017-06-12 17:02:35,0,0
"1224","hold up what if the boys who wear those nasa shirts identify as girls but shop in the boys section bc the girls","chrisantenucci",2017-06-12 17:02:29,1,0
"1225","i swear white feminists are a plague on humanity","Daddyjels",2017-06-12 17:02:03,0,1
"1226","lt","DeSantisMaelys",2017-06-12 17:01:35,0,0
"1227","omg im going to start doing this","BlackcrossNZ",2017-06-12 17:01:04,0,0
"1228","out of character for me to comment but this is the most privileged white feminism tweet ive ever seen those poor","bwin014",2017-06-12 16:58:43,0,2
"1229","because nothing says feminism like screwing with underpaid workers for attention on twitter","tenderbuttonss",2017-06-12 16:58:32,36,2
"1230","way to go creating more work for the minimum wage earners working there with this rebellious act of yours there ar","Phardiga",2017-06-12 16:58:22,0,1
"1232","as someone who merchandises stores go fuck yourself","SemperLiberum",2017-06-12 16:58:11,9,3
"1233","i had a go at this fucking melt","obotheclown",2017-06-12 16:57:26,0,0
"1234","did you just give a sales associate a new reason to choke slam you through the wall grid yes yes you did","AyeCeeWhy",2017-06-12 16:56:50,1,0
"1235","thisblue should have the real life experience of cleaning up her mess no one cs this as other than demeanin","Happyheart411",2017-06-12 16:56:47,1,1
"1236","congratulations on acting like an absolute child katie im sure your parents must be proud","aston_wave",2017-06-12 16:56:46,1,0
"1237","great idea thanks","jenglishtchr",2017-06-12 16:55:43,1,0
"1238","yeah thats great stop sexism annat but swear you did this to me id flip im on quid an hour m i aint got time f","wrightrachel_",2017-06-12 16:55:42,0,0
"1239","yes","defcon_5",2017-06-12 16:55:22,0,1
"1240","did you do the same thing at because yesterday they had shirts in the girls section i bought two","HighGlossSauce",2017-06-12 16:54:03,2,0
"1241","are you years old","PaulDaddyWatson",2017-06-12 16:54:03,32,1
"1242","take that patriarchy ha","FreeSpeechDying",2017-06-12 16:53:39,0,0
"1243","ltgt yen a vos combats i sont tout claqu hin","_ftgim",2017-06-12 16:53:08,0,0
"1244","we need more people like you in this world you go girl","NNiederreiter",2017-06-12 16:52:39,0,0
"1245","congrats","Jared_Fogle666",2017-06-12 16:52:12,1,0
"1246","wow un grand pas pour lunivers","blrktagw",2017-06-12 16:52:09,0,0
"1247","these arent feminine they have huge gaping vapid holes grossly unattractive","pinkieclc",2017-06-12 16:51:58,0,0
"1248","well thats just a silly thing for someone to do","cjlathrop",2017-06-12 16:51:12,0,0
"1250","un cancer ce genre de personnes","YDz94",2017-06-12 16:50:59,0,0
"1251","finally somebody actually doing something to get girls interested in science what garments are you rearranging to","ShrinkGov",2017-06-12 16:50:51,0,0
"1252","groundbreaking","freddiemercry",2017-06-12 16:50:37,1,0
"1253","manquait plus que ce soit du rose la place du bleu et elle brlait le magasin","Zanpi_",2017-06-12 16:50:21,0,0
"1254","youre so pathetic","iLxgan",2017-06-12 16:50:01,0,0
"1255","great but also not great this is an inconvenience to the employees","regionalstump",2017-06-12 16:50:01,0,0
"1256","find a job","aminotaurs",2017-06-12 16:49:59,0,0
"1257","yay you","KannJoel",2017-06-12 16:49:24,0,0
"1258","as someone who works at a major retailer go fuck yourself you are literally just making someones job harder you","_Virticon_",2017-06-12 16:44:31,1,0
"1259","so brave","ImJustAMel",2017-06-12 16:43:55,1,0
"1260","wow way to fight patriarchy by moving a tshirt what a rebel","Mazula05",2017-06-12 16:43:07,0,0
"1261","good for you","Tulsagrammer",2017-06-12 16:42:33,0,0
"1262","esto no ayuda en nada a que hayan ms nias en stem solo hace el trabajo de los dependientes de la tienda ms mole","AnitaKenobi",2017-06-12 16:41:48,2,1
"1263","science isnt genderspecific our girls are rocket scientists too","HAPLESSTOAD",2017-06-12 16:41:27,0,0
"1264","now stay there and see how many girls buy them and think about why they werent there in the first place","CanIGetAUhh",2017-06-12 16:41:01,4,1
"1265","well done katie physics and engineering are not just for boys","LemmingGrad",2017-06-12 16:40:47,0,0
"1266","childish move","lindarutter",2017-06-12 16:40:35,1,1
"1267","as someone who used to work in retail this is most annoying shit evertime and effort wasted moving stuff back to","admh574",2017-06-12 16:39:31,1,0
"1268","yeah thats not gonna get annoying for parents shopping to find that stuff doesnt fit their kids right","VenomOfTheWest",2017-06-12 16:37:49,5,3
"1269","a journey into the parallel reality","NoNameCulture",2017-06-12 16:37:11,2,0
"1270","peak sjw","je_lay_na",2017-06-12 16:36:59,0,0
"1272","this is funny and anyone worried about the retail employees are either lazy or have never worked retail its a su","HelenaOfDetroit",2017-06-12 16:35:27,0,0
"1273","youre making a mess not a point","omgDebbie",2017-06-12 16:34:54,24,1
"1274","did you just create more work for a minimum wage retail clerk yes you did","HBergHattie",2017-06-12 16:33:59,5,1
"1275","punching up is always better than punching down this is punching down think harder","TheFakeMarkL",2017-06-12 16:33:20,0,0
"1276","i get the sentiment but this wont do shit except make more work for the ppl who work there they dont get paid e","JasminDRK",2017-06-12 16:32:59,5,1
"1277","a modern day susan b anthony","TheRealHags",2017-06-12 16:32:18,1,0
"1279","cest le magasin de ton daron pour faire a","Keilzer",2017-06-12 16:30:05,0,1
"1280","girls should inspired to take part in stem from a young age from talking about it to giving them ways to express","cybersquidradio",2017-06-12 16:28:23,0,0
"1281","wow such progress what a great impact incredible","_brandonmalcolm",2017-06-12 16:28:20,3,0
"1282","this is also why you should put bacon in the halalkosher sections of the grocery store we need to change society","realCalgacus",2017-06-12 16:28:00,0,0
"1284","now that is merchandising","lunakat805",2017-06-12 16:27:41,0,0
"1285","i thought would appreciate this","MadParkNoMom",2017-06-12 16:27:27,1,0
"1286","bless you","SearchMa",2017-06-12 16:27:02,0,0
"1287","hahahaha this person is mentally unstable read the responses and everything she has said","JaestNO",2017-06-12 16:25:31,0,0
"1288","how to waste the short time on earth you have","AdtheNuhiu",2017-06-12 16:22:32,2,0
"1289","krkrkrlrkrkrkrkrkrkr avezvous vous aussi ressenti la fluctuations dans la force quelle a provoqu","manulemartien",2017-06-12 16:22:21,0,0
"1290","i hope one of the workers snuffed you","iam2fat4u",2017-06-12 16:21:24,0,0
"1291","dont make minimumwage workers jobs harder dont make minimumwage workers jobs harder dont make minimumwage","meghanarchy",2017-06-12 16:20:51,551,171
"1292","stand back fellas we got a real warrior here lol","RichardJSunkle",2017-06-12 16:20:27,1,0
"1293","wow you are so bold","tdub0420",2017-06-12 16:19:43,4,0
"1294","fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck yo","nazbowling",2017-06-12 16:19:41,5,0
"1295","did i just require men to pay for mammograms in their health insurance yes yes i did","Coach_Crash",2017-06-12 16:19:13,0,0
"1296","the worlds problems are now solved we can all live in peace","revisingh",2017-06-12 16:18:44,6,0
"1297","this is counterproductive unless youre teaching girls the truth of flat earth you liberal shit eater","vomitchunks",2017-06-12 16:17:40,9,1
"1298","ways to make corp changes writing to corporate not ways to make corp changes this weak ass shit stop doing dumb","hairbleach",2017-06-12 16:17:30,3,0
"1299","doing gods work","pitchforking",2017-06-12 16:17:12,1,0
"1300","ik denk onwillekeurig aan varkensvlees vind er verder weinig van en oordeel niet","woestegrond",2017-06-12 16:17:12,0,0
"1301","small but perfectlyformed acts of defiance we need to encourage girls interest in stem not deny it","gillianjoseph",2017-06-12 16:17:02,1,0
"1302","random acts of whoop","Nancy_Pearson20",2017-06-12 16:16:03,1,0
"1303","a na absolument aucune utilit part faire chier les employs qui vont devoir tout remettre leur place","R1BroyROY",2017-06-12 16:15:53,2,0
"1304","wow queen so brave","yungpabo",2017-06-12 16:15:27,2,0
"1305","heck yeahhh","WingedCatFury",2017-06-12 16:13:33,0,0
"1306","i like to mess up displays employees are going to have to fix later","_marya_k",2017-06-12 16:13:23,1,0
"1307","everyone please go to your local target and do this","partly_stars",2017-06-12 16:13:22,1,0
"1308","min wage worker viewing the extra work they have to do now because some asshole is making a statement at their ex","Jezzerat",2017-06-12 16:13:19,11,1
"1309","queen ur so fucming brave","EJConnair",2017-06-12 16:13:02,1,1
"1310","hah","Wired4Happy",2017-06-12 16:12:43,0,0
"1312","i want to do this","nicbrewer",2017-06-12 16:11:41,0,0
"1313","cool move","tuck1s",2017-06-12 16:11:41,0,0
"1314","imagine wanting to be this annoying","nbaholes_",2017-06-12 16:11:35,0,0
"1315","its the small victories","ashleyt17",2017-06-12 16:11:13,1,0
"1316","i remember hating every person whod move clothing when i worked at kohls years ago","devengus",2017-06-12 16:10:35,2,0
"1317","next step move the florals","the_antisofa",2017-06-12 16:10:10,0,0
"1318","imagine having such a boring life that you do things like this","timocalypse",2017-06-12 16:10:06,2,0
"1319","congratulations on being annoying as fuck and making more work for minimum wage staff for the sake of a boring twee","damiianwaynes",2017-06-12 16:09:47,1,0
"1320","i get the point ur trying to get across but as who works in retail this is mad annoying it just looks like mispl","moonlitsarah",2017-06-12 16:08:18,2,0
"1321","tiny acts of rebellionsocial correction yes yes you did thank you mom of girls one nonbinary","speechwithease",2017-06-12 16:08:09,2,0
"1322","phase one complete next putting jock cups in with the training bras","SurburbanCowboy",2017-06-12 16:07:48,0,0
"1323","only thing that was proven here is retail workers dont get paid enough for the bs they have to put up with lmao","TheCritMagnet",2017-06-12 16:07:13,6,2
"1324","i dont think you did because thats clearly a pajama section thats a girly cut and trim and i bought the adult","SitcomPsychic",2017-06-12 16:07:00,0,0
"1325","on the way out of the store she flips a coin to a homeless person and is convinced she has just ended world hunger","kirad6",2017-06-12 16:06:48,0,1
"1326","just buy your little girl the boys shirt lmao i used to want pirate shit that was only in the boys section its not","uhmcorgan",2017-06-12 16:06:11,5,1
"1327","doing gods work","Kheradihr",2017-06-12 16:03:57,1,0
"1328","or just shop in the mens section","Owlcixy",2017-06-12 16:03:47,0,0
"1329","wenn man nichts ndert ndert sich auch nichts","SarahBiendarra",2017-06-12 16:03:03,3,0
"1330","so instead of calling headquarters you made extra work for underpaid employees who have zero ability solve the pro","Cindynwndrlnd",2017-06-12 16:03:00,0,1
"1331","heros dont always wear capes bless you","_rhoda_w",2017-06-12 16:02:58,0,0
"1332","what do you want a cookie","FxckManny",2017-06-12 16:02:05,0,0
"1333","awesome","HKAdriansen",2017-06-12 16:01:55,0,0
"1334","the kind of thing i hope id do","frir",2017-06-12 16:01:34,1,0
"1335","inspired d","laAut",2017-06-12 16:01:07,2,0
"1336","oh bravo","susan_snowy",2017-06-12 16:00:47,1,0
"1337","wow i am s h o o o o k someone give this man an award","ahsanissa69",2017-06-12 16:00:43,0,0
"1338","thank u for sharing ur story","panboIin",2017-06-12 16:00:25,3,0
"1339","love this is bad for boys and girls","genbird8",2017-06-12 16:00:13,0,0
"1340","you know she never put it back too","kerkir88",2017-06-12 15:59:02,0,0
"1341","i love this more please","Curtis_Pope",2017-06-12 15:58:29,1,0
"1342","ended meninists","wortkino",2017-06-12 15:58:14,1,0
"1343","imma go to your house put he milk in the bathroom your bed in the garage","_sirhampton_",2017-06-12 15:57:49,10,14
"1344","u corny","muchvcho_alegre",2017-06-12 15:57:49,0,0
"1345","when can you move next door","Julieum86",2017-06-12 15:57:31,0,0
"1347","hero","shanisilver",2017-06-12 15:56:40,0,0
"1348","well done","mommadona",2017-06-12 15:56:07,0,0
"1349","right on","gritleather",2017-06-12 15:55:59,0,0
"1350","ya wcw calls this direct action","detrituz_",2017-06-12 15:55:47,27,4
"1351","nothing about this is radical","spaceandgirls",2017-06-12 15:55:34,0,0
"1352","i just went to the liquor store put a bottle of bourbon with the vodka i too am changing the world","jrun462",2017-06-12 15:55:16,0,0
"1353","i worked on retail employees dont decide where to put the shit the program comes beforehand this is being anno","amysantivgos",2017-06-12 15:54:27,10,0
"1354","awesome","aningo",2017-06-12 15:54:19,0,0
"1355","and it was an important thing to do reminds me of when the barbie liberation army switched barbie and spiderman ta","ralphbeliveau",2017-06-12 15:54:14,6,0
"1356","certaines de nous faisons a partout o on voit de ces choses bravo de le publier sur twitter","rosellam",2017-06-12 15:53:35,0,0
"1357","i used to work in retail and please dont ever do this shit","rosepaaI",2017-06-12 15:51:50,11,1
"1358","imagine being this delusional","Tensations",2017-06-12 15:51:41,0,0
"1359","the designers arent the ones cleaning up after ur rude ass they dont see this but my ass is over here cleaning th","Yassssssmeen",2017-06-12 15:51:21,5,1
"1360","intelligence is a nongendered attribute","VeloFlot",2017-06-12 15:51:10,0,0
"1361","why you gotta be a dick to prove nothing","RSnivy",2017-06-12 15:50:58,8,1
"1362","say no more fam","Boxy_FT",2017-06-12 15:50:29,0,1
"1363","lol at pretending to be woke while actually creating more work for the retail laborer","alfredshitcock",2017-06-12 15:50:25,1,0
"1364","the followup tweet about wanting to put wonder woman tshirts in the boys section is aces too","JustinDavishere",2017-06-12 15:50:18,1,0
"1365","did you just declare yourself store merchandiser make more work for the likely woman who has to put it all back","oshanada",2017-06-12 15:49:16,1,0
"1366","wow youre really saving the world cunt","khan_i_ynwa",2017-06-12 15:48:56,0,0
"1367","yeah","benneedsholiday",2017-06-12 15:48:26,0,0
"1368","more of this","SnowIsDancing",2017-06-12 15:48:21,0,0
"1369","love","awessendorf",2017-06-12 15:47:39,0,0
"1370","t h a n k y o u","PlumeDeJais",2017-06-12 15:47:35,0,0
"1371","as someone who has worked in a store similar to target seriously fuck you stop being extra and causing them more","SeaGoddess919",2017-06-12 15:46:22,0,0
"1372","imagine being this petty","DistractedCaffe",2017-06-12 15:46:21,0,0
"1373","thats because your a twat","ChrisBottom16",2017-06-12 15:45:19,6,0
"1374","this is annoying plus its not like the store itself can do something about it theres a certain way the clothes","cheybrns",2017-06-12 15:44:52,1,0
"1375","translation i just made a great big mess for the minimum wage employee at this clothes store because im better tha","jaydakota76",2017-06-12 15:44:25,6,1
"1376","the hero we need","alexpinku",2017-06-12 15:43:54,4,0
"1377","my granddaughters favourite tshirt","nigelgordijk",2017-06-12 15:43:46,0,0
"1378","whats this supposed to do the employees will just move them back","naddy_hebert",2017-06-12 15:43:40,1,0
"1381","omg im at target at least three times a week going to do this","Nixanadoo",2017-06-12 15:42:42,14,7
"1383","i dont know if youve noticed but boys have pnises and girls dont they really are different no matter what clo","MrsFreedomFirst",2017-06-12 15:42:20,0,1
"1384","yeah the year old earning minimum wage is gonna take this one to the ceo","JoshEvans_",2017-06-12 15:42:10,0,0
"1385","same but large sizes in front of smaller ones","marlenespatuk",2017-06-12 15:41:05,0,0
"1386","its fucking shirts katie","gonloseyowife",2017-06-12 15:40:53,1,0
"1387","hero","delia_p",2017-06-12 15:40:03,1,0
"1388","great so now boys cant have shirts they want","Mariah_Cara",2017-06-12 15:39:54,0,0
"1389","had to be a well off white feminist making work for people in retail to have her stupid nasa protest","zepblackstar",2017-06-12 15:39:49,0,0
"1390","perform random acts of","WomenMarchPDX",2017-06-12 15:39:38,13,4
"1391","id throw all these shirts back at her if i worked here retail is aggravating enough","yasholojem",2017-06-12 15:39:08,2,0
"1392","and just made a min wage workers job that much harder next time writer a letter and dont be a brat katie","_MelisandreM",2017-06-12 15:38:58,0,0
"1393","compare the stylecut of those shirts nothing says feminism like sexually objectifying preteen girls in the na","UedamaProducts",2017-06-12 15:38:53,0,0
"1394","im not a violent person but i sweatergod if any of yall come to my target and do this i will slap you so hard you","K_Wiech",2017-06-12 15:38:41,62,0
"1395","and it will make the same difference as girls not wanting to go into stem its fucking boring the guys are soull","aerofile",2017-06-12 15:38:25,0,0
"1396","haha great","Nancy_Carr",2017-06-12 15:37:07,0,0
"1397","i know some people in your family who would definitely approve","CourtSears1",2017-06-12 15:36:15,6,1
"1398","did i just take a bunch of vagisil put it in the lip balm section yes yes i did","LeviathanLeap",2017-06-12 15:35:43,2,1
"1399","i love it","RhondaLundin",2017-06-12 15:35:29,0,0
"1400","im sure the employees really appreciate you making their shore unorganized","DavidNouis1",2017-06-12 15:34:56,0,0
"1401","thats some hardcore shit right there","wizardofcause",2017-06-12 15:34:51,25,0
"1402","id square up with a bitch if they did this man just go to the boys section and grab your nasa shirt and fuck out","zalcmen",2017-06-12 15:34:37,1,1
"1403","wow this person just ended retail corporations truly an activist","chandeliwr",2017-06-12 15:34:14,1,0
"1404","did i just inconvenience a minimum wage worker to virtue signal yes yes i did","nerdflu",2017-06-12 15:33:37,0,0
"1405","but why","HarmfulOpinions",2017-06-12 15:33:24,54,5
"1406","wow so brave","DeadHandActual",2017-06-12 15:32:54,0,0
"1407","what a glorious waste of time","NightxPrincess",2017-06-12 15:32:02,0,0
"1408","on behalf of everywhere","Bluesbetty",2017-06-12 15:31:42,0,0
"1409","agree with the sentiment but if my child wants something from a different section i walk them over and get it par","AnxietyJane",2017-06-12 15:31:25,0,0
"1410","thank u for doing that","mrwax555",2017-06-12 15:31:21,0,0
"1412","love this soooo much","rkunboxed",2017-06-12 15:29:55,0,0
"1413","will begin doing this immediately sorry retail employeesfeel free to not return them to their original locati","tiffanyakuchta",2017-06-12 15:29:08,3,0
"1415","amazing","lizlukas",2017-06-12 15:28:42,0,0
"1416","prepare for the collapse of western civilization","limbert65",2017-06-12 15:28:26,0,0
"1417","and you achieved a big fat fuck all","avtxmms",2017-06-12 15:27:28,0,0
"1418","you go girl","DrJLHazelton",2017-06-12 15:27:27,1,0
"1419","this should be a thing","MieIversen",2017-06-12 15:26:53,0,0
"1420","yanno people have entirely too much time on their handssmh","_SkunkyBeaumont",2017-06-12 15:26:30,2,1
"1421","if someone came into my store and made a mess all for a tweet i would follow them around and make them clean it the","anyasjenkins",2017-06-12 15:25:54,0,0
"1422","people who do things is why i had to stay past closing to reorganize at my old job sometimes i didnt get home un","Owlandish_",2017-06-12 15:25:17,4,0
"1423","has never worked retail","mjpayne_",2017-06-12 15:25:08,0,1
"1424","put them back","RElGNSUS",2017-06-12 15:24:36,1,0
"1425","such a warrior","rustyweiss74",2017-06-12 15:24:35,10,2
"1426","and what exactly is this going to achieve you absolute muppet","kashim100",2017-06-12 15:23:12,6,3
"1428","get a life","Lex_Naija",2017-06-12 15:21:51,0,0
"1429","peak white feminism lmao","goldeneyelids",2017-06-12 15:21:20,0,0
"1430","love this","littleBmiracle",2017-06-12 15:21:18,1,0
"1431","when you fight the patriarchy by making a retail workers day really shitty congrats","lukeisamazing",2017-06-12 15:21:12,1,0
"1432","i get it but u just said fuck who ever works at that store also","TurtleAnkles",2017-06-12 15:18:06,0,0
"1433","fuck minimum wage earners the left","JustEric",2017-06-12 15:18:00,10,2
"1434","bitch go the fuck somewhere","Section_8_Condo",2017-06-12 15:17:41,0,0
"1435","ill spare yall the read target has stuff in the girls section already this was a major fail and a waste of empl","r3solv3",2017-06-12 15:16:02,3,0
"1436","they already have nasa shirts in the womens section why would you do this","troiwarren",2017-06-12 15:15:56,2,2
"1437","as a person who works retail please dont do this shit dont make are jobs harder for your meaningless slacktiveism","ironmach",2017-06-12 15:15:43,0,0
"1438","good for you","buckypage",2017-06-12 15:15:41,0,0
"1440","yes yes yes yes yes","hksperl",2017-06-12 15:14:59,4,0
"1441","yes yes yes","Greekphotoguy",2017-06-12 15:14:50,1,0
"1442","today in idiocy a complete waste of time made more work for people all for nothing wtg lol","Azermane",2017-06-12 15:14:44,1,0
"1443","imagine doing this just for a tweet","CamPepperr",2017-06-12 15:14:10,2,0
"1444","good right where they belong","kentonwilliston",2017-06-12 15:14:07,0,0
